,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,IDList,6_Month,12_Month,24_Month,Lifetime
45281,5135972,F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13480,-3153,1,0,0,0,Private service staff,1.0,"[5135972, 5135973, 5135975, 5135980, 5135981, 5135982, 5135983, 5135984]",0.0,1.0,1.0,0.0
45289,5135985,F,N,N,0,450000.0,Pensioner,Higher education,Married,House / apartment,-22094,365243,1,0,0,0,Null,2.0,"[5135985, 5135986, 5135987, 5135988]",0.0,0.0,0.0,0.0
45293,5135989,F,N,Y,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10430,-900,1,0,0,0,Managers,2.0,"[5135989, 5135993, 5135990, 5135991]",0.0,1.0,1.0,1.0
45295,5135994,F,Y,N,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,-14709,-931,1,0,0,0,Sales staff,2.0,"[5135994, 5135996, 5135997, 5135998, 5135999, 5136000]",1.0,1.0,1.0,0.0
45301,5136001,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22253,365243,1,0,0,0,Null,2.0,"[5136001, 5136002, 5136003, 5136004]",0.0,0.0,1.0,0.0
45306,5136005,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21982,365243,1,0,0,0,Null,1.0,"[5136005, 5136006, 5136007, 5136008, 5136009, 5136010, 5136011]",0.0,1.0,1.0,0.0
45313,5136012,F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,-13678,-7018,1,0,0,0,Core staff,5.0,"[5136012, 5136013]",0.0,0.0,0.0,0.0
45315,5136015,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-21270,-3335,1,0,0,0,Private service staff,2.0,"[5136015, 5136016]",1.0,1.0,1.0,1.0
45317,5136017,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23719,365243,1,0,1,0,Null,1.0,"[5136017, 5136018]",0.0,0.0,0.0,0.0
45319,5136019,M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16143,-8479,1,0,0,0,Private service staff,3.0,"[5136019, 5136020, 5136021, 5136022, 5136023, 5136024, 5136025]",0.0,1.0,1.0,0.0
45327,5136027,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-19532,-2331,1,0,0,0,Laborers,2.0,"[5136027, 5136028, 5136029]",0.0,0.0,0.0,0.0
45330,5136031,F,N,N,2,225000.0,State servant,Higher education,Married,With parents,-10596,-3365,1,0,0,0,Core staff,4.0,"[5136031, 5136032]",1.0,1.0,1.0,1.0
45332,5136880,F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,-9909,-747,1,0,0,0,Managers,2.0,"[5136880, 5136881]",0.0,0.0,1.0,0.0
45335,5136882,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-14846,-1022,1,0,1,0,Accountants,2.0,"[5136882, 5136883]",0.0,0.0,0.0,0.0
45339,5136890,F,N,N,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-24022,365243,1,0,0,0,Null,1.0,"[5136890, 5136895, 5136896, 5136897, 5136898]",0.0,0.0,0.0,0.0
45345,5136899,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23130,365243,1,0,1,0,Null,1.0,"[5136899, 5136900, 5136901, 5136902, 5136903, 5136904, 5136905]",0.0,0.0,0.0,0.0
45352,5136908,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-15244,-2908,1,1,0,1,Managers,3.0,"[5136908, 5136909, 5136910, 5136914, 5136915]",0.0,1.0,1.0,0.0
45357,5136916,M,Y,N,0,234000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10784,-1934,1,0,1,0,Null,2.0,[5136916],0.0,0.0,0.0,0.0
45358,5136918,F,Y,N,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-14732,-4491,1,0,0,0,Core staff,2.0,"[5136918, 5136919, 5136920, 5136921, 5136922]",1.0,1.0,1.0,1.0
45363,5136923,F,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,-10569,-565,1,0,1,0,Sales staff,2.0,"[5136923, 5136924, 5136925, 5136926, 5136927, 5136928]",1.0,1.0,1.0,1.0
45370,5136929,M,Y,N,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18224,-4583,1,1,0,0,Core staff,2.0,[5136929],0.0,0.0,0.0,0.0
45371,5136932,F,Y,N,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-18434,-2483,1,1,1,0,Managers,3.0,"[5136932, 5136933, 5136934, 5136935]",0.0,0.0,0.0,1.0
45375,5136936,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23763,365243,1,0,1,0,Null,2.0,"[5136936, 5136937, 5136938]",0.0,0.0,0.0,0.0
45378,5136939,F,N,N,1,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-12910,-1661,1,1,0,0,High skill tech staff,3.0,"[5136939, 5136940, 5136941, 5136942, 5136943, 5136944]",0.0,1.0,1.0,1.0
45385,5136945,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20551,-2057,1,1,1,0,Null,2.0,"[5136945, 5136946, 5136947, 5136948, 5136949, 5136950, 5136951, 5136952, 5136953, 5136954, 5136955]",0.0,0.0,1.0,0.0
45397,5136956,F,N,N,2,225000.0,Working,Higher education,Single / not married,House / apartment,-12930,-5952,1,1,0,0,Medicine staff,3.0,"[5136956, 5136958, 5136959, 5136960, 5136961]",0.0,1.0,1.0,0.0
45402,5136962,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20949,365243,1,0,0,0,Null,2.0,[5136962],0.0,0.0,0.0,0.0
45403,5136963,F,N,N,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,-15485,-900,1,1,0,0,Sales staff,2.0,"[5136963, 5136964]",1.0,1.0,1.0,1.0
45405,5136965,F,Y,N,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,-8966,-1051,1,0,0,0,Sales staff,1.0,[5136965],0.0,0.0,1.0,0.0
45406,5136967,M,N,N,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,-9996,-3395,1,0,1,0,Low-skill Laborers,2.0,"[5136967, 5136968, 5136969]",0.0,0.0,0.0,0.0
45409,5136970,F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,-12677,-5587,1,0,0,0,Medicine staff,2.0,"[5136970, 5136971, 5136972, 5136973, 5136974, 5136975, 5136976, 5136977, 5136978, 5136979, 5136980, 5136981, 5136982, 5136983]",1.0,1.0,1.0,1.0
45425,5136984,M,Y,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12340,-3334,1,1,0,0,Managers,1.0,"[5136984, 5136985]",0.0,0.0,0.0,0.0
45427,5136987,M,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15168,-200,1,0,0,0,High skill tech staff,1.0,"[5136987, 5136991, 5136992, 5136993, 5136997]",1.0,1.0,1.0,0.0
45432,5136998,M,Y,N,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,-18333,-8143,1,1,1,0,Drivers,2.0,"[5136998, 5137000, 5137001, 5137002, 5137003, 5137004, 5137005, 5137006]",1.0,1.0,1.0,1.0
45441,5137007,M,Y,N,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14547,-320,1,1,0,0,Security staff,3.0,[5137007],0.0,0.0,0.0,0.0
45443,5137008,F,Y,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19996,365243,1,0,0,0,Null,2.0,"[5137008, 5137009, 5137010]",0.0,1.0,1.0,0.0
45446,5137011,M,N,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21729,-4249,1,1,1,1,Laborers,2.0,"[5137011, 5137012, 5137013]",0.0,0.0,0.0,0.0
45450,5137014,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11801,-2877,1,1,0,0,Drivers,1.0,"[5137014, 5137015, 5137016, 5137017, 5137018]",0.0,0.0,1.0,0.0
45455,5137021,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,-18181,-351,1,1,1,0,Laborers,1.0,"[5137021, 5137022, 5137025, 5137026, 5137027]",0.0,0.0,0.0,0.0
45461,5137028,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19850,-1753,1,0,1,0,Null,2.0,[5137028],0.0,0.0,0.0,0.0
45462,5137031,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14301,-200,1,0,1,0,Laborers,3.0,"[5137031, 5137032, 5137033, 5137034]",0.0,0.0,1.0,0.0
45466,5137035,M,N,N,0,81000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-9456,-2118,1,1,0,0,Null,1.0,[5137035],0.0,1.0,1.0,1.0
45467,5137036,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20123,365243,1,0,0,0,Null,2.0,"[5137036, 5137037, 5137039, 5137040, 5137041, 5137042, 5137043, 5137044]",0.0,0.0,0.0,0.0
45477,5137046,F,N,N,0,54000.0,Pensioner,Higher education,Married,House / apartment,-22702,365243,1,0,0,0,Null,2.0,"[5137046, 5137047]",0.0,0.0,0.0,1.0
45479,5137048,M,Y,N,0,99000.0,Pensioner,Higher education,Married,House / apartment,-24189,365243,1,0,1,0,Null,2.0,"[5137048, 5137049, 5137052, 5137053, 5137054, 5137056]",0.0,0.0,0.0,0.0
45485,5137058,M,Y,N,0,87448.5,Working,Secondary / secondary special,Married,House / apartment,-12034,-139,1,1,0,0,Null,2.0,[5137058],0.0,0.0,0.0,0.0
45486,5137061,F,Y,N,0,216000.0,State servant,Higher education,Married,House / apartment,-17764,-9574,1,1,0,0,Core staff,2.0,"[5137061, 5137062, 5137063]",0.0,0.0,0.0,0.0
45489,5137066,M,Y,N,1,315000.0,Commercial associate,Higher education,Married,With parents,-11689,-716,1,1,1,0,High skill tech staff,3.0,"[5137066, 5137067, 5137069, 5137070, 5137071, 5137072, 5137073, 5137074, 5137075, 5137076, 5137077, 5137078, 5137079]",1.0,1.0,1.0,1.0
45505,5137082,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14124,-231,1,1,0,0,Managers,2.0,[5137082],0.0,0.0,0.0,0.0
45506,5137083,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14566,-292,1,1,0,0,Laborers,3.0,"[5137083, 5137084, 5137085, 5137086, 5137087]",0.0,0.0,1.0,0.0
45512,5137088,F,N,N,1,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-10334,-1508,1,1,1,0,Medicine staff,2.0,"[5137088, 5137089, 5137090]",0.0,0.0,0.0,0.0
45515,5137091,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,With parents,-12134,-200,1,0,1,0,Null,2.0,"[5137091, 5137092, 5137093, 5137094, 5137095, 5137096, 5137097, 5137099, 5137100, 5137102]",0.0,0.0,1.0,0.0
45525,5137103,F,Y,N,0,360000.0,State servant,Secondary / secondary special,Married,House / apartment,-18577,-108,1,1,1,0,Medicine staff,2.0,"[5137103, 5137104, 5137105, 5137106, 5137107]",0.0,0.0,0.0,0.0
45531,5137108,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21610,365243,1,0,1,0,Null,2.0,"[5137108, 5137109, 5137110]",0.0,0.0,0.0,0.0
45534,5137111,F,Y,N,0,337500.0,Commercial associate,Higher education,Married,House / apartment,-12826,-5099,1,1,1,0,Null,2.0,"[5137111, 5137112, 5137113, 5137114, 5137115, 5137116]",0.0,0.0,1.0,0.0
45540,5137117,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,Municipal apartment,-20770,-1051,1,1,1,0,Drivers,2.0,"[5137117, 5137118]",0.0,0.0,1.0,0.0
45542,5137119,M,Y,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22931,365243,1,0,1,0,Null,2.0,"[5137119, 5137120, 5137121, 5137122]",1.0,1.0,1.0,0.0
45547,5137123,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22717,365243,1,0,0,0,Null,2.0,"[5137123, 5137124]",0.0,1.0,1.0,1.0
45549,5137125,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-7757,-900,1,0,0,0,Sales staff,1.0,"[5137125, 5137126, 5137127, 5137128]",0.0,0.0,0.0,0.0
45553,5137129,M,Y,N,1,99000.0,Commercial associate,Higher education,Separated,House / apartment,-14072,-170,1,1,1,0,Drivers,2.0,[5137129],0.0,0.0,1.0,0.0
45554,5137131,M,Y,N,0,326250.0,Commercial associate,Higher education,Married,House / apartment,-11770,-108,1,1,0,0,Managers,2.0,"[5137131, 5137132, 5137133, 5137134, 5137135]",0.0,0.0,0.0,0.0
45560,5137136,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14670,-6957,1,0,1,0,Null,4.0,"[5137136, 5137138, 5137141, 5137143, 5137144, 5137145, 5137146, 5137147, 5137148]",0.0,1.0,1.0,1.0
45569,5137149,F,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20429,365243,1,0,1,0,Null,2.0,"[5137149, 5137150, 5137151]",1.0,1.0,1.0,1.0
45572,5137152,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-17249,-1661,1,1,1,0,Null,2.0,"[5137152, 5137153, 5137154, 5137155, 5137156, 5137157, 5137158, 5137159, 5137160, 5137161, 5137162, 5137163, 5137164, 5137165]",1.0,1.0,1.0,0.0
45586,5137166,M,Y,N,1,459000.0,State servant,Higher education,Married,Municipal apartment,-15839,-1904,1,1,0,0,Managers,3.0,"[5137166, 5137169, 5137170, 5137171]",0.0,0.0,1.0,0.0
45590,5137172,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20142,-3760,1,1,1,0,Sales staff,2.0,"[5137172, 5137173, 5137174, 5137175]",0.0,0.0,1.0,0.0
45594,5137176,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15004,-900,1,0,1,0,Null,4.0,[5137176],0.0,0.0,0.0,0.0
45595,5137177,F,N,N,1,153000.0,Working,Incomplete higher,Married,House / apartment,-11881,-716,1,1,1,1,Sales staff,3.0,"[5137177, 5137178]",1.0,1.0,1.0,0.0
45597,5137179,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11405,-1934,1,1,0,0,Null,2.0,"[5137179, 5137180, 5137184, 5137185, 5137186, 5137187, 5137188]",0.0,0.0,0.0,0.0
45604,5137190,F,Y,N,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21382,365243,1,0,0,0,Null,2.0,[5137190],0.0,0.0,0.0,0.0
45605,5137191,M,Y,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15565,-4004,1,1,1,0,Null,2.0,"[5137191, 5137192, 5137193, 5137194, 5137196, 5137197, 5137198, 5137199, 5137200, 5137201, 5137202]",0.0,1.0,1.0,1.0
45616,5137203,M,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,-9900,-170,1,1,0,0,Drivers,1.0,"[5137203, 5137204, 5137206]",0.0,0.0,1.0,1.0
45619,5137207,M,Y,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18472,-1661,1,1,0,0,Drivers,2.0,"[5137207, 5137208, 5137209, 5137210, 5137211, 5137213, 5137214, 5137215, 5137217, 5137218, 5137219]",0.0,0.0,0.0,0.0
45630,5137222,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13084,-1022,1,1,0,1,Null,3.0,[5137222],0.0,0.0,0.0,0.0
45631,5137223,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-10868,-1266,1,1,1,1,Accountants,2.0,"[5137223, 5137225, 5137226, 5137227, 5137228]",0.0,1.0,1.0,1.0
45637,5137229,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14084,-2696,1,1,0,0,Drivers,2.0,"[5137229, 5137231, 5137232, 5137233, 5137234, 5137235]",0.0,0.0,0.0,0.0
45643,5137236,F,N,N,1,225000.0,Working,Higher education,Married,House / apartment,-10508,-1631,1,0,0,0,Core staff,3.0,[5137236],0.0,0.0,0.0,0.0
45644,5137240,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17355,-3273,1,1,1,0,Secretaries,2.0,"[5137240, 5137241, 5137245, 5137246, 5137247, 5137248]",0.0,0.0,1.0,1.0
45653,5137249,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18529,-1204,1,0,0,0,Drivers,1.0,"[5137249, 5137250, 5137251, 5137252, 5137253, 5137254, 5137255]",0.0,0.0,0.0,0.0
45661,5137256,M,Y,N,0,166500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10568,-2026,1,1,0,0,Laborers,1.0,"[5137256, 5137257, 5137258, 5137259, 5137260, 5137261, 5137262]",1.0,1.0,1.0,1.0
45668,5137263,F,Y,N,0,135000.0,State servant,Higher education,Single / not married,House / apartment,-11664,-1631,1,0,1,0,Null,1.0,"[5137263, 5137264]",1.0,1.0,1.0,0.0
45670,5137269,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15932,-3579,1,1,0,0,Laborers,1.0,"[5137269, 5137270]",0.0,0.0,0.0,0.0
45674,5137272,M,Y,N,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-12836,-4856,1,1,0,0,Laborers,3.0,"[5137272, 5137275, 5137277, 5137278]",1.0,1.0,1.0,1.0
45678,5137279,M,Y,N,0,270000.0,Working,Incomplete higher,Single / not married,House / apartment,-8672,-1266,1,0,0,0,Null,1.0,[5137279],0.0,0.0,1.0,0.0
45679,5137280,F,N,N,0,405000.0,Commercial associate,Higher education,Married,House / apartment,-13692,-200,1,0,1,0,Managers,2.0,"[5137280, 5137281, 5137284, 5137285, 5137286, 5137287, 5137288]",1.0,1.0,1.0,1.0
45688,5137289,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15243,-7260,1,1,1,0,High skill tech staff,3.0,"[5137289, 5137290, 5137292, 5137293, 5137294, 5137296, 5137297, 5137298, 5137299]",1.0,1.0,1.0,1.0
45698,5137300,M,Y,N,2,157500.0,Commercial associate,Higher education,Separated,Office apartment,-13514,-1357,1,0,1,0,Managers,3.0,"[5137300, 5137301, 5137302, 5137303, 5137305, 5137306, 5137309, 5137310, 5137311, 5137312]",0.0,0.0,1.0,1.0
45708,5137313,F,N,N,1,135000.0,State servant,Higher education,Married,House / apartment,-9454,-1022,1,1,0,0,Managers,3.0,"[5137313, 5137314, 5137315, 5137316, 5137317]",1.0,1.0,1.0,1.0
45713,5137318,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13277,-1022,1,1,0,0,Sales staff,2.0,"[5137318, 5137319, 5137320]",0.0,0.0,0.0,0.0
45716,5137321,M,N,N,0,139500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9205,-716,1,0,0,0,Null,2.0,[5137321],1.0,1.0,1.0,1.0
45717,5137322,F,N,N,0,36900.0,Pensioner,Higher education,Married,House / apartment,-22581,365243,1,0,0,0,Null,2.0,"[5137322, 5137323, 5137325, 5137326, 5137327]",0.0,0.0,0.0,0.0
45723,5137328,F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10087,-2908,1,1,1,0,Sales staff,3.0,"[5137328, 5137329, 5137330, 5137331, 5137332, 5137333, 5137334]",0.0,0.0,1.0,0.0
45730,5137339,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10583,-1296,1,0,0,0,Laborers,2.0,[5137339],0.0,0.0,0.0,0.0
45731,5137342,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,Rented apartment,-10831,-808,1,0,1,0,Drivers,2.0,[5137342],0.0,1.0,1.0,1.0
45732,5137347,M,N,N,0,126000.0,Commercial associate,Higher education,Married,House / apartment,-10071,-1051,1,1,1,1,Null,2.0,[5137347],0.0,0.0,0.0,0.0
45733,5137348,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15763,-8601,1,1,0,0,Drivers,2.0,"[5137348, 5137349]",0.0,0.0,0.0,0.0
45735,5137353,M,Y,N,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,-12330,-2177,1,1,1,0,Drivers,4.0,[5137353],0.0,0.0,0.0,0.0
45737,5137354,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17452,-3913,1,1,1,0,Drivers,2.0,"[5137354, 5137355, 5137357, 5137358, 5137359, 5137361, 5137362, 5137363]",0.0,0.0,0.0,0.0
45749,5137365,M,Y,N,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,-14479,-1022,1,0,1,0,Drivers,2.0,"[5137365, 5137366, 5137367]",0.0,0.0,0.0,0.0
45753,5137368,M,Y,N,1,202500.0,Working,Incomplete higher,Married,House / apartment,-11745,-231,1,1,0,0,Drivers,3.0,"[5137368, 5137373, 5137374, 5137375, 5137376, 5137377, 5137378, 5137379]",1.0,1.0,1.0,0.0
45761,5137381,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23272,365243,1,0,1,0,Null,2.0,"[5137381, 5137382, 5137383, 5137384, 5137385, 5137387]",0.0,0.0,1.0,0.0
45768,5137388,M,N,N,1,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-10940,-2483,1,1,0,0,Laborers,3.0,"[5137388, 5137389, 5137390, 5137391, 5137392, 5137393, 5137394, 5137395, 5137396, 5137397, 5137398]",0.0,0.0,1.0,0.0
45780,5137399,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-17237,-3000,1,0,0,0,Medicine staff,1.0,"[5137399, 5137401, 5137402, 5137403, 5137404, 5137405, 5137406, 5137407]",0.0,0.0,1.0,0.0
45788,5137408,F,Y,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,-20200,-1022,1,1,1,0,Accountants,1.0,"[5137408, 5137409, 5137410, 5137411, 5137412]",0.0,0.0,1.0,0.0
45793,5137413,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23439,365243,1,0,1,0,Null,1.0,"[5137413, 5137414, 5137415, 5137416, 5137417, 5137418]",0.0,0.0,1.0,0.0
45799,5137420,M,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11288,-1904,1,1,1,0,Drivers,3.0,"[5137420, 5137421, 5137422, 5137425, 5137426]",0.0,0.0,1.0,0.0
45804,5137427,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14876,-2087,1,0,0,0,Null,2.0,"[5137427, 5137428, 5137429, 5137430, 5137431, 5137432, 5137433, 5137434]",0.0,0.0,0.0,0.0
45812,5137435,F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-12071,-930,1,1,0,0,Laborers,3.0,"[5137435, 5137436, 5137437, 5137438]",0.0,0.0,0.0,0.0
45817,5137439,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9154,-1051,1,0,1,0,Laborers,2.0,"[5137439, 5137440, 5137441, 5137442]",0.0,1.0,1.0,0.0
45821,5137444,F,N,N,0,315000.0,Working,Higher education,Separated,House / apartment,-13708,-1934,1,0,0,0,Private service staff,1.0,"[5137444, 5137445, 5137448, 5137449]",0.0,0.0,1.0,0.0
45826,5137450,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9973,-1174,1,0,0,0,Core staff,2.0,"[5137450, 5137451]",0.0,0.0,0.0,0.0
45828,5137453,M,Y,N,2,292500.0,Commercial associate,Higher education,Married,House / apartment,-12892,-1722,1,0,1,0,Managers,4.0,[5137453],0.0,0.0,0.0,0.0
45829,5137454,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18629,365243,1,0,0,0,Null,2.0,"[5137454, 5137455, 5137457]",0.0,1.0,1.0,1.0
45832,5137459,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-17819,-2452,1,1,0,0,Managers,2.0,"[5137459, 5137460, 5137461]",0.0,0.0,0.0,0.0
45835,5137462,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15499,-869,1,0,0,0,Private service staff,2.0,"[5137462, 5137463, 5137464, 5137465, 5137467]",1.0,1.0,1.0,0.0
45840,5137468,F,N,N,1,157500.0,Working,Higher education,Married,House / apartment,-13549,-2877,1,0,1,0,Accountants,3.0,"[5137468, 5137469, 5137470, 5137471, 5137472, 5137473, 5137474, 5137475, 5137477, 5137478, 5137479, 5137480, 5137481, 5137482]",0.0,1.0,1.0,0.0
45855,5137483,M,Y,N,0,360000.0,Working,Higher education,Civil marriage,House / apartment,-11841,-3092,1,1,0,0,Managers,2.0,"[5137483, 5137484, 5137485, 5137486, 5137487, 5137489, 5137490, 5137491, 5137492, 5137493]",1.0,1.0,1.0,1.0
45867,5137494,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,With parents,-9280,-1934,1,1,0,0,Laborers,3.0,[5137494],0.0,0.0,1.0,0.0
45868,5137495,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11008,-108,1,1,1,0,Drivers,4.0,"[5137495, 5137497, 5137498]",1.0,1.0,1.0,1.0
45872,5137506,F,N,N,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19581,-1781,1,1,1,0,Null,2.0,[5137506],1.0,1.0,1.0,1.0
45873,5137508,M,Y,N,1,225000.0,Commercial associate,Higher education,Married,With parents,-12537,-3760,1,1,0,0,High skill tech staff,3.0,"[5137508, 5137509, 5137510]",1.0,1.0,1.0,1.0
45877,5137511,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21823,-5099,1,1,1,0,Laborers,2.0,"[5137511, 5137512]",0.0,0.0,1.0,0.0
45879,5137513,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10089,-2757,1,1,0,0,Laborers,3.0,"[5137513, 5137514, 5137515, 5137516]",0.0,1.0,1.0,1.0
45883,5137517,F,Y,N,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11154,-231,1,1,1,0,Null,3.0,[5137517],0.0,0.0,0.0,0.0
45884,5137518,F,N,N,4,202500.0,Working,Lower secondary,Married,House / apartment,-12925,-2118,1,1,0,0,Null,6.0,[5137518],0.0,0.0,0.0,0.0
45885,5137519,F,Y,N,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-20750,-443,1,1,0,0,Accountants,1.0,"[5137519, 5137521]",0.0,0.0,0.0,0.0
45887,5137524,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14854,-3518,1,1,0,0,Drivers,2.0,"[5137524, 5137525, 5137526, 5137527, 5137528, 5137531, 5137532, 5137533, 5137534, 5137535, 5137537]",0.0,1.0,1.0,1.0
45898,5137538,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18881,-3153,1,1,0,0,Cooking staff,2.0,"[5137538, 5137539, 5137540, 5137541, 5137542]",1.0,1.0,1.0,0.0
